Text,Predicted,Target
"These boots are way to narrow ,I ordered them 3 times, 3 wider widths and still no lucki measured each one and i swear they are all the same width, I think the monkeys at the factoryhave all the lasts mixed up or are using the same soles for all the widths.",Seller Issue,Seller Issue
"I ordered these boots on 11 April 2015, and received them by 14 April. Since that time, I have worn them frequently, finding them comfortable and true-to-size, and I had believed them to be durable.However, I noticed today (10 November 2015) that the stitching on the soles is failing. This is piss-poor performance for a boot from a respected maker - even if I were wearing them every single day (which I've not been), a seven month lifespan on the sole stitching is pathetic.It's possible that the pair I got is defective, but after seeing so many other customers with exactly the same complaint, I think it more likely that this is simply the standard Justin builds to now. I wouldn't recommend these to anyone - if you're willing to live with mediocre boots, they can be had far cheaper.",Seller Issue,Seller Issue
The boot was suppose to be 2E in with but they were to tight.,Seller Issue,Seller Issue
"I ordered the 2E width and immediately found them very tight.  I initially ascribed the tightness to a need to ""break-in"" these boots.  Half-way through the break-in day (I wore them around the house), the junction of the seams, right below the ankle ""broke-i"" all right - in the worst way possible.  This seam junction ended up pressing against the nerve in my foot, making it impossible to keep wearing these boots.  Please be aware of this construction-limitation, especially if you have wide feet.",Seller Issue,Seller Issue
Have worn a 10 D all my adult life. These boots are narrow instead of medium.,Seller Issue,Seller Issue
"Uncomfortable, badly padded insole, ugly, ugly, ugly velour-like surface.  These are a dog.",Seller Issue,Seller Issue
"I wanted them to be wonderful but they're not. They look great but I've never had shoes that actually cut into the insides of your feet before. The uppermost inner stitch on the rear part of the elastic protrudes directly thru your socks and into your feet...making them bleed. Forget wearing them without socks. I'm not kidding. Maybe they changed their design or whatever but these are hands down, the worst shoes I've ever purchased. I even tried to clamp/press the offending nubbin flat with a Quick Grip clamp with little success. Perhaps after suffering through a few months of wearing them things will change but so far, one month into wearing them, they deserve the most poorly designed modern shoe award ever. Good penance shoes to go along with a horsehair shirt.",Seller Issue,Seller Issue
"Sent the shoe back, waited a good while, ordered them again. And I think I got the same pair, which means someone does not look at the shoes and notes when they come back.Went to a store about 2 hours away and bought this shoe, it is great.",Seller Issue,Product Issue
"Very comfortable shoe. However, they are NOT leather as specified in the description. They have more of a suede finish on them.",Seller Issue,Seller Issue
"These shoes did not hold up well at all.  These Camo Mocs, however, did not live up to expectations.  They stretched easily, were soon sloppy, and the uppers faded dramatically.  Very disappointed.",Seller Issue,Seller Issue
"Too large and appear to have been worn previously, not just tried on.",Seller Issue,Seller Issue
"I have had this brand of Mocs for years. Love them, never had an issue before.  This time around... the shoe squeaks ...loudly, every time I take a step. Nothing I do makes a difference.So I am not wearing them.I should send them back...",Seller Issue,Seller Issue
"These are beautiful shoes, but I will be returning them for exchange because they are too tight.  Even though my husband currently has a pair of size 11, these are just too snug.",Seller Issue,Seller Issue
This was second pair tried. First was aa 10.5 xw.  The 11.5 was essentially not much bigger. Both were so small I had avery hard time getting my foot in the opening.  There was no way the she could be worn with socks.,Seller Issue,Seller Issue
Wide is too wide. Intend to exchange for a 9M,Seller Issue,Seller Issue
My husband has been wearing this particular shoe for many years which is why we felt it was safe to order a pair over the Internet.  Very disappointing to find the exact shoe he has been wearing for so long is suddenly too large,Seller Issue,Seller Issue
I bought this shoe after reading all the positive reviews. The shoe itself is very nice but I found the sizing to be way small. The 11.5 fit fine but the D with was way to narrow. I returned the shoes and ordered them in the 2e width. I also found the 2e to be to narrow. I do not have overly wide feet as I wear a D width in all other brands of shoe. I will have to try a different brand of walking shoe that is more true to size.,Seller Issue,Seller Issue
"The part the makes to shoes ""cute"" is the interchangeable color slides that go on the sides of the shoe. I bought thoes for my 9 year old for cheerleading and had to order a womens 6 because they run small. The shoes are not leather and cheaply made. She has wore them 3 weeks and they are falling apart!!",Seller Issue,Seller Issue
"I have put 3-4 layers of Dr Scholls padding around this shoe to make it fit - and it is still a little loose.The length is good, but the area around the ankle is unike any other shoe you have ever tried.  You need to try at the store before buying online (I did try at the store 3 years ago, and fit has apparently changed).",Seller Issue,Seller Issue
Ended up tossing them out.  They were too dark and hard to keep clean.  They did fit well and were great to walk with/on!I did not like the wide fat look.,Seller Issue,Seller Issue
"When we got the correct size, they seem to be okay. My husband did say he's feeling a little pressure near the Gore point on one foot.  We are hoping it loosens up with just a little wear.",Seller Issue,Seller Issue
I've worn Merrell Jungle Mocs exclusively for several years and it seems the ones I buy online here wear ridiculously fast... It's as if there's a different quality standard for the ones sold here..,Seller Issue,Seller Issue
Purchased these as a gift for my husband.  Ordered the same size and style as the ones he has because he loves them so much.  When he tried them on they were too tight.  He measured them against his current pair and they were slightly smaller.  Since the shoes came from Wayfair we had to pay to ship them back.  Bummer.,Seller Issue,Seller Issue
"Bought these to replace a pair of Merrell Jungle Moc Ventilators that had developed a hole in the sole after 5 years and a lot of comfortable walking. These are somewhat heavier, which is ok, and just as comfortable, which is great. However, after little more than six months of use, the soles started wearing through and it now look worse than those sole of the Ventilators they replaced.",Seller Issue,Seller Issue
These replaced a pair of Merrill's I have owned for a few years which are blond colored.  They were getting old and I was getting tired of the color.  My old Jungle Moc's are very comfortable to wear.My new black Jungle Moc's seem narrower and tight.  I checked the sizing on my old pair and I ordered the exact same size.  All I know is the new ones are real tight if I wear socks.  I am hoping they will stretch out otherwise I may have spent $80 for nothing.  So be careful with the size and be prepared to send them back if they feel too tight when you first get them.,Seller Issue,Seller Issue
"I ordered these shoes because I work in a hospital and stand for 6+ hours every day. When I got them, the right shoe fit great but the left shoe seemed to have a hard, plastic bump on the inside left side. I tried to just wear them to stretch them out, but it just hurt too much. i've read other reviews that said the quality of these shoes has recently gone downhill because a new company bought them out :( farewell, $70. i would recommend getting the Wide size instead of normal.",Seller Issue,Seller Issue
I ordered size 3 little kids and i received a siz 3 big kids.  I live all the way in the caribbean so it is difficult fr me to try and return this product.  I now have the task to trying to get it sold. So Disappointed!!!!!!!!!!http://www.amazon.com/gp/product/B00012PIPO/ref=cm_cr_rev_prod_title,Product Issue,Seller Issue
"The shows is nice but extremely narrow! my daughter is tiny and has skinny feet. I ordered size 12 . the length is fine but it is just too narrow that her feet hurt when she used it on first day of school.  So last august 19 i ordered again and this time i ordered WIDE. It arrived today but although the box stated WIDE, the shoes is exactly as narrow as the M that i bought.",Seller Issue,Seller Issue
"They were not the shoes I thought, I have purchased another pair and these were not the same style. The fit is definitely different. Disappointed.",Seller Issue,Product Issue
"I've always bought KSwiss and loved them.  Currently own a pair of tubes that fit great & provide great arch support and comfort.  These are stiff, no arch support, and though the size is right the heel is loose.  Seriously don't recommend if you need arch support or want a more comfortable fit.",Seller Issue,Seller Issue
The size is not true. I bought a pair of 6 1/2 about two years ago from a different website and they fits perfectly. So I bought the 6 1/2 again. But they are at least two sizes larger. I have to return the shoes. I am not sure what happened. Did they do it on purpose so people think they have small feet or was it a mistake?,Seller Issue,Seller Issue
"The ordering of the shoe was on my part I did not know it was extra wide or wide at all , but I love this type of shoe just did not want it in size wide.",Seller Issue,Seller Issue
"I'm not satisfied with this K-Swiss tennis shoe for the price.  It has little support, thinner sole than pictured, and will not hold up in extensive play.",Seller Issue,Seller Issue
I never got the shoes an I really don't think that its right because no matter wat I paid my money for somethin I didn't get. I'm going to have some one to look in to dis,Seller Issue,Product Issue
"I wanted to send them back,but never could print the return slip,Not pleased at all never thought i would be unhappy withmy shoes",Product Issue,Product Issue
"I really wanted to like these shoes but I just couldn't move well on the court in them.  I felt sluggish in them.  At first I thought they were too heavy and were slowing me down.  I then realized that they made me feel as if I was higher off the court.  I have worn New Balance for several years, my last pair the 803 model.  I think NB tennis shoes have a reputation for being low to the ground, and my 803s were indeed lower than these K-Swiss.  They fit fine, length and width and the toe box was good. But they were not for me.  They may be fine for others, but If you are used to NB shoes, they may not be for you either.",Seller Issue,Seller Issue
I have had several pairs of these shoes in the past...all of which were purchased from Midwest Sports. The pair I received through my Amazon Prime account were horribly mis sized,Seller Issue,Seller Issue
"In the first pic the shoes are gray, and in the second one, they are a different COLOR!!!",Seller Issue,Seller Issue
Came in the wrong damn colo AGAIN. Third time trying still got the wrong freaking color. At least it's the right size I guess this time....,Seller Issue,Seller Issue
"The shoe insoles were glued in there as if the person who glued them life depended on it. Seriously, its like the freakin glue apocalypse. Because of this, I could not replace their crappy insoles with memory foam or dr scholls. If you want to have insoles of your choice then get the short chucks as they came out rather easily.",Seller Issue,Seller Issue
returned this product - received men's size shoe,Seller Issue,Seller Issue
"The arm length is perfect, but around the waist it is tight. It's more like a medium tall instead of a large tall. Other than that it's a beautiful shirt. I Would return it but, the paper work on it was misplaced or accidentally thrown out. Most large shirts are large in the body like a regular large and that is what I expected with this one. I have got shirts in the large tall size from Amazon and they fit perfectly. I am not what you would call really big around the waist as I measure 41 around. I think anything larger than that would be extra large.",Seller Issue,Seller Issue
"I'm very dissapointed with this order. The shoes came in today and I discovered you have been FALSELY ADVERTISING. Your pictures show the converse trademark on the side of the shoe as a plastic piece sewn to the shoe. What i recieved is a lame piece of leather sewn on that looks awful. And the shoes are stiffer than the regular converse, I think the material is different. I'm very unsatisfied.",Seller Issue,Seller Issue
"They are very narrow and very very squeaky.  Not good for Ninjas, that's for sure.",Seller Issue,Seller Issue
"These shoes are NOT Converse.  They are FAKE KNOCKOFF Converse.  I am including a picture of the real Converse here along with the fake shoes that I purchased from this seller.  The real Converse in the pictures are the blue shoes with the tan bottoms.  The black shoes are the shoes from this listing that are the fake shoes. The shoes that are pictured in this listing are the real deal, however they are NOT the shoes you receive.1) All Converse regardless of the top color have a tan bottom with a textured material.  The Converse from this listing have a black bottom that is shiny and looks like plastic2) The tongue of a Converse shoe is thin and smooth.  The shoes from this listing are thick and have a place to run the laces thru that does not exist on the real shoes3) The bottom of the shoe is missing the Trademark symbol as well as the size marker4) Converse are not the most comfortable shoe in the world as they are very flat and have no arch support however the knockoff shoes feel horrible.  They feel as if they have a small box in the middle of the sole that cuts up into your foot.  Real Converse have a rubber sole that is uniform.I have also included a picture of the box that they came in.  Bottom line these are not real Converse.  This seller is also charging a higher price.  You can get these same shoes at Converse.com for 4$ cheaper with free shipping.  Buyer beware.",Product Issue,Product Issue
"The first time I used the bag I had it relatively full but certainly not loaded down with kayaking gear (pfd, helmet, sprayskirt, minicell foam, etc.--bulky but not heavy items), and the should strap ripped off at one of the attachment points near the zipper. Given how cheap the bag was, I wrote the broken strap off as ""getting what I paid for."" But less than a month of owning it and only using the bag occasionally, the zipper has now totally pulled off the track on the same side where the strap attachment point ripped off.The bag is pretty big, so it might handle a few soccer balls, volley balls, basketballs, etc. pretty well, but I wouldn't use it for anything else.",Seller Issue,Seller Issue
"Bought twice, both times zipper broke..",Seller Issue,Seller Issue
"Zipper broke first time i actually used it. The zipper end was improperly sewn, and the sliders both came right off..puttem back happened a second time, wasn't able to fix...end of bag",Seller Issue,Seller Issue
The zipper teeth fell out within the first week. Won't last 2 months for football season. Able to rig it up to work for now.,Seller Issue,Seller Issue
"I purchased these as a gift for my girlfriend who loves converse, and her old pair was wearing out. The shoes were fine, but the converse box they came in was trashed and torn apart, and had tape holding it together. It looked like it was tampered with during shipping possibly too. This was a big let down to both me and my partner. Especially because she likes to keep the boxes of her shoes. Overall, the shoes were pretty nice. They had the bright colors we expected, and are not too cheap feeling. The only downside is that the converse logo on the side is not actually made out of the rubber side material, it's just been printed on with plastic, kinda like a t-shirt with a print on it. Which leads me to believe that these shoes are not actually converse, but a spoof, and a ripp off.",Seller Issue,Seller Issue
Shoes were too large...returned for a refund.,Seller Issue,Seller Issue
These are huge on me.  I ordered the correct size but they look like I am wearing boats.  Too late to return them so will give them to Goodwill.,Seller Issue,Seller Issue
Not a very comfortable shoe. Did not fit. Had to return it.,Seller Issue,Seller Issue
Item received was too large for my daughter.,Seller Issue,Seller Issue
"Purchased three. Way to small for my three 9U players. Too flimsy, all three broke in a week. I figured 20 dollars would be good for 9-year-olds, but I was mistaken. Should of shelled out more for descent pair. I usually give good ratings, but unfortunately 3 out of 3 sunglasses failed. I would not recommend. My players did not contribute to the glasses breaking. All three frames bent.",Seller Issue,Seller Issue
The L Screen  poles were slightly bent.  Made it very difficult to set up.  The bending of the poles makes it impossible to be portable now which is why I bought it.,Seller Issue,Seller Issue
"Waaayyys too large! And because I'm an early Christmas shopper, I now cannot return because it passed the return deadline..... thumbs down Amazon.",Seller Issue,Seller Issue
"Very thin, cheap quality, not original Nike cotton and poor threading",Seller Issue,Seller Issue
Shirt was very short for a 2 XL,Seller Issue,Seller Issue
"it said 24 cm so i bought them, but when i tried them, they were too big.",Seller Issue,Seller Issue
"I bought a large, which always fits after washing even if it's 100% cotton. This shirt shrank so bad I can't wear it. I think I am through with nike.",Seller Issue,Seller Issue
Bad quality,Seller Issue,Seller Issue
"Didn't even get the right color that I ordered, and they fake timberland",Product Issue,Seller Issue
"The boots I received were not authentic timberlands. They had horizontal stitching across the middle of the tongue which is not found on authentic timberlands. The logos on the boots were too light in comparison to authentic timberlands. The stitching was poor quality throughout. The boots are not real suede leather. There were visible glue stains on the boots. There weren't the proper tags sewn on the inside that signify authenticity. The insoles didn't have the timberland logo printed on them like authentic ones do. Shipping took longer than expected as well. I therefore, unfortunately, had to return the boots I received for a refund.",Product Issue,Product Issue
"They are indeed fakes. I checked the Converse site to prove it. I haven't bought these shoes but I do own converse. I was going to purchase them until I read ALL of the reviews and these are indeed knock offs. For the price you're spending you're better off paying an extra 10 dollars from the Converse Website and get free shipping. The bottoms should NOT be black. Even though they are monochrome the bottoms are indeed tan like all other converse. Don't believe me just check out their website and find the monochrome. It shows you the bottom of the shoes. There should NOT be any type of loop on the tongue either. If you don't mind wearing a knock off brand then by all means buy them, but it makes more sense to just pay the extra 10 dollars and get authentic. They'll last much longer.",Product Issue,Product Issue
To big I can't wear them and they came dirty,Product Issue,Product Issue
"My son was so excited to find a pair of Timberland boots he could afford to buy himself with money he had saved. We were thrilled to find these on Amazon. We received them the first week of September, but it has only just been chilly enough in WI for him to wear them to school once or twice this past week. Yesterday, he showed me the sole is pulling away from the shoe after a couple of uses!",Seller Issue,Seller Issue
THESE ARE FAKE! I know what real Timbs look and feel like and these are not real. Save your money!!,Product Issue,Product Issue
These are not real. The label is on the inside part of the shoe and all of the tags are in Chinese. Please be cautious,Product Issue,Product Issue
"The shoes said women's 5 but they were really a size 3, so we had to return.",Seller Issue,Seller Issue
The size was in US size however it was delivered in UK size. Was very  disappointed.,Seller Issue,Seller Issue
Wrong size came I ordered a 9.5 and received a baby size 4....,Seller Issue,Seller Issue
The 10.5 was bigger than the 11. It was weird.,Seller Issue,Seller Issue
Tried on...too big! Total knock offs and check felt...zero support and scratched!,Seller Issue,Seller Issue
The convers all star chuck taylor are fakes customers beware.,Product Issue,Product Issue
"i have other converse but i had not problem with those, but with this converse i feel too narrow.",Seller Issue,Seller Issue
"Fake product, I would like to send them back and just get my money back",Product Issue,Product Issue
Expected to be 6 not in little kids in big kids,Seller Issue,Seller Issue
"The boots are fake. If you're going to spend this much money, just buy the real thing.",Product Issue,Product Issue
It was larger,Seller Issue,Seller Issue
Too big,Seller Issue,Seller Issue
"""INFANT"" Was spelled incorrectly on the box and they are not waterproof.",Seller Issue,Seller Issue
To big,Seller Issue,Seller Issue
I guess the 7.5 I ordered was not a US size,Seller Issue,Seller Issue
It was not specified that these were men's sizes. Now I have to return them.,Seller Issue,Seller Issue
Wrong size,Seller Issue,Seller Issue
To small need to return,Seller Issue,Seller Issue
I bought these for my daughter who normally wears a size 7 women's shoe and these were HUGE. And now they're out of stock from this particular vendor so we'll have to order elsewhere.,Seller Issue,Seller Issue
To big,Seller Issue,Seller Issue
"Nothing like real, it's fake shoes",Product Issue,Product Issue
Horrible. Had them three months only wear them when I'm on my motorcycle. Have a hole worn through the outside of one the soles and welt are coming free and eyelets are falling out. Don't waste your money,Seller Issue,Seller Issue
These came with two small damages on the shoe. There was glue or some sticky something on the upper black part if the top of the shoe and and a small groove/ indention at the base of the tongue. I needed them for the night so I wore them but warn people to be cautious when dealing with this seller. I was better off going into my local foot locker and seeing what I was getting in person. Disappointed.,Seller Issue,Seller Issue
My son choose a 7.5 size instead we received a too large shoescould you help us ?best regardsAlberto,Seller Issue,Seller Issue
When I bought this item I thought the size 8 was equal for children and adults but when the item arrived I so that's too small,Seller Issue,Seller Issue
"omg, fake shoes",Product Issue,Product Issue
This is not my customJust add to cartAnd did not notice it myself CheckoutI did not want these shoes,Seller Issue,Seller Issue
"These were ordered as a gift, to be taken to UK. However, the size is not as labelled and shoes are too big and now cannot be returned. Not too happy.",Seller Issue,Seller Issue
"Not the high top tennis shoe that I remember wearing in the 50's.  I found this shoe to be cheaply made and uncomfortable to wear.  Very poor support and cushion.  It is o.k. as far as wearing causally, but not comfortable for extended wear.  I was somewhat disappointed, as I was really looking forward to having a good looking and wearing ""retro"" High Top.",Seller Issue,Seller Issue
"I have Timberland boots that I've worn for more than a decade that are both rugged and comfortable. These boots fell far short of what I expected from this company. First, they were much too large for my son's foot. We ordered a boys 4.5 wide. I wear a women's 6.5. I put them on and they fit with room to spare. They were like boats on my son. Second, the material felt like recycled plastic(fake prooduct). It was very stiff and unyielding to natural movement. Third, there was almost no support in the foot bed. The first thing my son said when he tried them on was, ""These are uncomfortable!"" The only thing that seems to be as it should is that they do appear to be waterproof, although we didn't test them. I assume this because they made me think of a couple of boot shaped plastic bottles. So these are going back and I probably won't be shopping for Timberland's anymore.",Product Issue,Product Issue
"PLEASE DON'T ORDER ANY TIMBERLAND'S BOOTS FROM THIS SELLER!!!!! THEY ARE NOT AUTHENTIC. I ORDER A BIG KID 6.5M & THE BOX IT CAME IN SAID ""INFANTS"" WHICH WAS SPELLED WRONG.  THE SELLER STATED THE BOOTS WERE BEING SHIPPED FROM HERE IN NEW JERSEY. THAT TURNED OUT NOT TO BE TRUE. THE PACKAGE CAME FROM SHEPHERDVILLE, KY 40165.I OPENED THE BOX & A STRONG CHEMICAL SMELL CAME FROM IT. THE SMELL WAS SO BAD; I HAD TO LEAVE IT ON THE PORCH. WHEN I INSPECTED THE BOOTS I NOTICED THE BOOTS WERE MADE IN THE DOMINICAN REPUBLIC.  THEY HAD HARD MELTED PLASTIC IN THE INSIDE.I REACHED OUT TO THE COUNTERFEIT AT TIMBERLAND AND RECEIVED THE FOLLOWING INFORMATION.  ********BUYER'S BEWARE*******Customer Service Reporting Counterfeit / Fake ProductIf you suspect a location or website is offering counterfeit Timberland branded products, report it to counterfeit@timberland.com.Actions We Are Taking.Timberland takes the issue of counterfeiting very seriously. We have an intensive global Anti-Counterfeiting Enforcement Program to fight this ongoing problem. Below are some of the actions we are taking.  Timberland works closely with various government and enforcement agencies worldwide, including Customs, police departments, consumer protection agencies, Trading Standards, FBI, the US Department of Homeland Security, US Immigration, Customs Enforcement and more.  Timberland employs over 100 different law firms and investigation agencies worldwide for the purpose of protecting the Timberland brand.  Timberland participates in numerous training sessions to educate the various government and enforcement agencies on how to distinguish genuine Timberland branded products from counterfeit items.What You Can Do.Educate yourself. Protect yourself. Take action. ****** Be aware of product quality. Genuine Timberland branded products are held to high quality standards related to materials, production, performance and chemical use. Counterfeit products will have defects, strong chemical odors, labels with unknown images or names, etc.***********If a deal seems too good to be true, it probably is.",Product Issue,Product Issue
"I don't know if it's my nine year old grandson who lives with me or just a gliche with this pair of shoes.  I purchased this shoe six or seven months ago for school purposes and the toes lasted 2 months.  I gave it one more try but this time they lasted 6 weeks.  I decided to pay for a more expensive boot because the cheap ones didn't last very long so I figured more money, longer lasting.  I can't recomend these boots.  Not after purchasing two pair.Twice poor Gramma from Murphys.",Seller Issue,Seller Issue
"the thing is,Disney and Nickelodeon suck at making video-games!they're perfect at cartoons and movies,but absolutley suck at video games!!!! Its an abomination to video games!!!(just trying to be dramatic.)and this is probably the worst of them all!!!!whatever you do,STAY AWAY FROM DISNEY AND NICKEODEON GAMES!!!!sincerly,  kenny",Seller Issue,Seller Issue
Wrong item I got a Wonder Woman adult costume not a child's superman cistume.,Product Issue,Product Issue
Game did not work wouldn't even play was badly described,Seller Issue,Seller Issue
"Very poor quality!  I washed to my son use it, and it dissolved... I asked for refund, but as I didn't have chance to buy another, my son had to use it.",Seller Issue,Seller Issue
Ordered a toddler size and received a size small which is wayyyy to big! Will have to send back and order elsewhere. Needed for a party this weekend!,Seller Issue,Seller Issue
"The quality is super bad, the line is scattered. There was a cut.",Seller Issue,Seller Issue
"My son has worn this for only one day and it's already ripping. Very poor quality. However, he loves it. Fits him perfectly (3yr).",Seller Issue,Seller Issue
Game doesn't even work at all spend my money on nothing and doesn't even work and i can't even send it back,Seller Issue,Seller Issue
"The product shipped as expected: On time and undamaged. We were excited to play it. So we put it in the PS2 and got an error message. It said that the disk was ""not compatible"" with the console. We tried again and again, but ultimately failed and put the disc back in the case and the case on the shelf. We don't know if it was an Xbox disc with PlayStation 2 labels, but we were disappointed all the same. Fake product",Product Issue,Product Issue
"When placing my order it said it was in good condition but when I received it, there are many scratches on it. I don't mind if a used product has a few scraches but this looks like it's been used heavily. I will have to be very careful about ratings and sellers in the future.",Seller Issue,Product Issue
The costume quality itself is not the issue. Seems to be decent. The problem is that it appeared to be used and washed. Suspect it was a returned item. The separate articles came wadded up in a twisted ball in the clearly opened packaging. The collar tags were faded and wrinkled. The Velcro closures were curled and covered with white lint balls. There were two snags in the chest area as well. I emailed Amazon on two occasions in an attempt to resolve the matter without a single response. Shame on you Amazon.,Seller Issue,Product Issue
"this game sucks. it reminds a sponge that live in a moldy pineapple under the sea. The thought just scares me. it makes me fear sponges don't by this game, ebay rocks amazon sucks",Product Issue,Seller Issue
My son loves the costume however a seam was not stitched.  Definitely disappointed that we received a defective item.,Product Issue,Product Issue
"I got it for my almost 3 year old nephew the logo came off in less than 10 mins. Poor quality and craftsmanship, never purchasing a costume on-line. I was better off with the one at target for $10.",Seller Issue,Seller Issue
Just tried this on my son for the first time as Halloween is approaching next weekend.  The Superman symbol on front is coming off and has started to peel in the middle.  There is no way to fix this.  Thankfully Amazon is doing right by this and sending out a replacement immediately.  It fits a little snugger than I thought it would based on other reviews.  My son is a 2t-3t clothing and it just fits.,Seller Issue,Seller Issue
"Emblem fell apart. Couldn't return, because son wouldn't let me. Guess he didn't mind that it was falling apart. Although, I did.",Seller Issue,Seller Issue
"Little boy loves it, that's why I'm giving it 2 stars. Low quality, very cheap, not worth more than 10$",Seller Issue,Seller Issue
Cheap and runs very small.,Seller Issue,Seller Issue
"~Don't waste your money~ Costume says ""Super Hero"" NOT ""Super Man"". I am very disappointed. IF the return was easier... this would be going back!!",Product Issue,Product Issue
Very upset with the quality product sucks instead of the superman logo it says superheroWorst purchase yet my son is upset with this he won't even try it. Fake very upset with product  once again it has a super hero logo instead of the superman s,Product Issue,Product Issue
I bought this costume for my 3 year old son's Halloween.  I left it in the package in the box so that NOTHING could happen to it before it was time to wear it.  I should have pulled it out and at least looked at it.  That was my mistake.  When I took it out of the package as we were getting ready the back had runs in the nylon around the behind area and the stitching that held the top and bottom halves together had come apart in the back. It was awful.  What a waste of money.,Seller Issue,Seller Issue
"My son really likes his costume, since it arrived 2 days ago he's wanted to wear it non-stop. But it's really poorly made. Since we unpacked it the superman logo on the chest was coming off on one side, I had to glue it back on. And several seams are coming undone (from the very first day), so I have to keep sewing them back together. Last year we bought a Buzz Lightyear costume that's still in perfect shape except for some fading from washing and my son has worn it almost everyday for a year. I was hoping this Superman costume would hold up just as well, but I doubt it.",Product Issue,Seller Issue
"The costume was a bad finish at the seams, has holes in parts of the suit, a product of very poor quality",Seller Issue,Seller Issue
I buy all my shoes a half size too large but These were too narrow across the toes  and hurt my feet.,Seller Issue,Seller Issue
Not for wide feet!,Seller Issue,Seller Issue
"I may have to return it, a little snug.  But for style I give it 5 stars",Seller Issue,Seller Issue
The color does not stay well at all...spent alot of money to have to go out ang buy new again bc the color has faded badly,Seller Issue,Seller Issue
To big,Seller Issue,Seller Issue
"Good god, I'm 6'0"" 185 pounds and the DOESN'T me like a dress. What gives?",Seller Issue,Seller Issue
The fit is too big. Also I find it to be too thick of material for my liking. I will get too hot working in it in the California weather.,Seller Issue,Seller Issue
"The quality of the shirt is great, but this thing is HUGE! I got a medium and it fits like an XL. I returned a medium and got a small and it was like an extra small.",Seller Issue,Seller Issue
Very displeased. Poor quality for a carhartt product. Don't think I'll be buying anymore of these shirts.,Seller Issue,Seller Issue
It said L but it's actually a XL,Seller Issue,Seller Issue
Great shirt but fits too big. Had to return but ordering a large,Seller Issue,Seller Issue
Thin and cut like a box. Will be okay for sleeping in the summer.,Seller Issue,Seller Issue
"Come on Carhartt. I have 3 older shirts just like this one. They all had minor variations in fit and material, but that was tolerable. I ordered 2 of these shirts at the same time. They fit totally differently. The L in this particular color Charcoal, is a full size larger than it should be. However, the neck opening is at least 2 sizes smaller than it should be. This is totally shoddy quality control.These shirts are great if you're luck enough to get one that fits like it should and is made of the appropriate heavy weight cotton.",Seller Issue,Seller Issue
At least 2 sizes larger than any other brand.  Returned.,Seller Issue,Seller Issue
Comfortable but a lil bigger than expected,Seller Issue,Seller Issue
Too large. Sized more like xxxl tail long enough but body it huge. Sleeves hang to elbow.neck to large around,Seller Issue,Seller Issue
"I agree about the consistency and quality...ordered an XL...nice fit but too big...ordered two larges and the fit was terrible...XL came from Mexico, large from Honduras...basically a shot in the dark.",Seller Issue,Seller Issue
sizes are significantly inaccurate. thought they would shrink more after washing but still way too big. now i cant return them because they have been washed. i'm stuck with 2 shirts that will never fit me.,Seller Issue,Seller Issue
Way too long for being a regular size shirt- exchanging for a Large. Weight of shirt is not nearly as heavy as it used to be- very disappointing!,Seller Issue,Seller Issue
I've worn Carhartt clothing for many years and generally find the fit within tolerance.I must agree with other reviewers that not only is it a crap shoot regarding the quality you get from one purchase to the next...the heat transfer logos get brittle after multiple washings and then irritate my skin to the point where I must cut them out and relegate the shirt to being a night shirt there after. I wrote Carhartt corporate but didn't receive the courtesy of any kind of response or acknowledgement. I'm no longer buying them unless I can figure out a way to remove the heat transfer labels before they go brittle...,Seller Issue,Seller Issue
Purchased an XL. Nice shirt but it's huge compared to the long sleeve one that I bought in the same size. Had to return.,Seller Issue,Seller Issue
They was lil bit larger.,Seller Issue,Seller Issue
"I ordered these for my son to wear with his tux. I couldn't find his size at the store, so I got these last minute. They fit great and look adorable, but I was sent a used pair of shoes. They were filthy on the bottom and had very obvious scuff marks on the edges. I didn't have time to return and get another pair so I was stuck having to keep a used pair of shoes for which I paid full price. Annoying.",Seller Issue,Product Issue
They are not original converse,Product Issue,Product Issue
It was either a bad batch or they sent me a knock off.  The logo is suppose to be on the outter part of the shoes.  The ones I received were on the inside. Returning,Seller Issue,Seller Issue
Only came in size 11. Way to small,Seller Issue,Seller Issue
"Sole became unglued first day.  Didn't have another option at the time, so reglued it at home.  Upon closer inspection the other shoe was doing the same.  Makes me wonder if these are authentic.",Product Issue,Product Issue
Almost a size or two too big.,Seller Issue,Seller Issue
"These are fake!!! Don't buy, returned them.",Product Issue,Product Issue
Ok fits big,Seller Issue,Seller Issue
My daughter says these shoes hurt her but they are cute.  : (,Seller Issue,Seller Issue
"Oops, needs a kids size 5, not a toddlers size 5",Seller Issue,Seller Issue
purchased kids converse size 3 received adult male size 3,Seller Issue,Seller Issue
"These shoes were too small. I order an 8 1/2 and I was sent a size 6. I sent them back for full refund. So now I am waiting to see if I get my money back. Also, the shoes are supposed to be all-star converse and the title of the says timberland boots.",Seller Issue,Seller Issue
Shoe is not true to size. Disappointing for the kids since they were looking fforward to wearing this with their school uniform. In the hustle and bustle of back to school I took too long to send it back so we're stuck with them. Lacks arch support and can be hard to put on. Maybe they'll fit in another two years.,Seller Issue,Seller Issue
"This is the email query I received.... the were listed on the site as Converse Mens sneakers, but they were actually infant sneakers.. They went back, tho they get two stars for being very cuteHow did the size 7 M US fit?CONVERSE MENS CHUCK TAYLOR SNEAKER",Seller Issue,Seller Issue
