reviewText,encoded_topic
Not the color I need.,1
Looking very nice on my legs but keep rolling down.,1
 i tell shoe n't new .they dirt worn previous .so disappoint .,0
"First I have a pair of these boots and they are great. The issue is with the provider. The leather was damaged. I was very disappointed that someone didn't check the boots more closely before shipping, especially since it was so close to Christmas and more than likely they knew it was a Christmas gift. It tied up a $114 of my money and I had to find another gift and wait on my money from the boots. I understand that things can be damaged, but especially during Christmas, shippers should check things before shipping.",0
BE WARNED!!! The shoes are replicas (fake)! Didn't notice the registered Trademark was missing inside the shoe when comparing them with another pair we bought at the mall.,0
"Wanted this for a Halloween costume...product description said plus size but when it shipped I received a ""one size fits most"" (which was more like a ladies small!)",1
Fit well looked great. My son is hard on shoes. But knowing that I would have hoped the shoes would have lasted more than 2 months,1
Shoe started falling apart in one week's use! Disappointed.. I think these are fake!,0
the picture looked better than it is.  I never returned it but I've never used it either. Its supposed to fit under your clothes but its too bulky.,1
"The fit was right on, as was the color - a true black that isn't too sheer. The material is nice and silky.  However, the pair I received had several runs and even a small hole right out of the package.  I don't think they were pre-worn, but I have to think the quality control just isn't there.",0
"This bra....I just...I don't even know where to start. It's absolutely horrible. So bad I didn't even try it on all the way. First of all, I could barely clasp it even though I ordered the size I normally get and that size fits me well. Secondly, it feels like it's made of steel wool, so if you can construct something supportive out of steel wool, you'd be in the same boat. Thirdly, if you like how the 1950's cone boobs looked, this is the bra for you. I accidentally ordered a cup size too small and it was still too big for me somehow. Don't waste your time with this scratchy, cone boob bra because you'll have to take the time to return it when you could be watching Netflix instead.",1
 I ordered metallic gold high top .Right box scuffed multiple place shoe .From afar still look decent .But I n't expect get product Converse look like already worn .,0
"The first time I ordered this bag, it arrived stained and almost seemed like it had been used. I figured it was a one off mistake and arranged for an exchange. The second backpack was clean and new- however the front 'reflective' logo looks completely different to the original bag I received. It's kind of shimmery and less clear than the one on the first bag I received, and doesn't actually 'reflect' like it's supposed to. The bag also has a different set of tags attached to the original. This all set me off reading about fake Kankens. I'm pretty sure the second bag I received is not an authentic Kanken.Wouldn't recommend trying to buy an authentic Kanken off amazon unless you're okay with stained items or unexplained inconsistencies across products.Note: The stains on the first bag I received are pictured, along with the two bags side by side (dirty bag pictured on right hand side, dodgy bag pictured on left hand side)",0
"We bought  his regular size and another in a size up to try on, as many review indicated the shoes ran small. My son said the larger pair felt better than the size he normally wears. They were comfortable, felt good and ""cushiony"" and did not slip when he walked. After he had tried them on, I took them to the sink to test the M Dry waterproofing. I ran a small stream of water for about 2 seconds, just to wet one section of the mesh on the outside of the shoe. Sure enough, the finger I was hold on the inside of that section got wet. Please be aware that, although the product description states these are M Dry, THEY ARE NOT M DRY and ARE NOT WATERPROOF. After further research, I have found other Merrells that are M Dry, and they will have a small tag on the outside of the shoe that says M Dry. These do not have that tag.We considered keeping them anyway, as my son loved the look and feel. But, as we boxed them back up anticipating their possible return, one of the black elastic laces broke - just popped right out of the eyelet. I can imagine they wouldn't last long with a 9 year old boy running and playing in them regularly. So, they will remain boxed back up for their return to Amazon.",1
"My 3 year old could not wait to be Mickey Mouse for Halloween.  The day we got this costume was such a disappointment!!  We ordered the size Child S (4-6x).  My son wears a size 4 or 5 in regular clothes.  This costume was so snug (with only a t-shirt and underwear on) - and the hat was so small, my guess is it would only fit a baby.  He wasn't happy, but we had to return it.  So sad.  I should have read the other reviews about the size discrepency before I ordered it.",1
"These shoes do not match the pictures on the website. They're fake, appear used or refurbished.",0
 not pictur .thi look like dollar store buy .,1
"I bought these ""mid weight base layers"" for a backpacking trip in upstate NY and was extremely disappointed with the product. When they first arrived, I was slightly causcious that they felt quite thin to be base layers but read the product description on the container it came in and it insisted that it was one of their warmest products. However, this proved not to be true as I was absolutely freezing for my entire trip. Even when the weather didn't reach below 60 and I had layers on top, I would still be absolutely miserable from being so cold. What's worse is that after wearing them once, they stretched out so much to the point where they wouldn't even stay up and I was constantly having to pull them up, which was especially tricky as I was carrying a 50lb pack all day long. Very dissapointed, especially for the price I paid for these...",1
Cheap plastic and flimsy. You get what you pay for.,1
 The product description indicates watch stem wound .The instruction included watch indicate stem winding NOT option !,1
"I bought this scale hoping to weigh various items, some of which are less than 50 g. Nowhere on this page is there any mention that the minimum weight for this scale is 100 g (that's what the instruction book has, but you don't see that until after you've received the scale).However, I was having real difficulty getting any sort of reading for my items so I contacted the manufacturer via their website ([...]) and got this reply stating:""The reason why it is not displaying anything is because of the amount of weight that you are measuring. This scale will go up to 49 kilograms and will read out in increments of 20 grams, however the minimum weight requirement for this scale is 200 grams. Anything under this weight will not display due to the internal processing of the scale. Also there is a tolerance range that is inherent for all scales, this range is usually twice the minimum increments that the scale reads out in. For this scale the tolerance is 40 grams meaning that if you weighed an object it could show as plus or minus 40 grams and still be operating within it limits.""He then suggested I purchase a mechanical scale with an optional weighing pan.So I'm giving this review 1 star because the scale was unsuitable for me. While perhaps some of that is my fault in expecting it to weigh my items, the lack of a minimum weight in the product description and facts is misleading as is the tolerance range of 40 g when the increments are 20 g.Because of postage, I ended up paying well over $30 for this scale and it's useless to me. I feel ripped off.",1
"this costume is not for an adult,  small or otherwise....the design crummy, fabric cheap, construciton even worse...too late to return...make your own",1
 got differ style pictur .veri disappoint .,1
"The stone looks so fake that it looks like a child's toy. I am so regretting the purchase.It was my first time buying a jewery on the internet, and I finally decide to buy a jewery off-line after I actually look at it.It was a mistake.",0
"You will just be disappointed and want to cry. This is a cheap piece of s***. First off it is not a two piece helmet! I was expecting a hard plastic helmet that came in two parts, just like the vader mask I just ordered. NOPE.  the smell of it is deadly. SO DISAPPOINTED.",1
"Shipped fast. The fit seemed fine but they snagged/ripped down the back of my leg the first time I put them on, within 5 minutes of wearing them! Wasted my money.",1
"Bought this to carry my son's scuba gear during his certification.  Had issues with the zipper from the outset, and by the end of his training, the zipper had made the bag completely useless.  The bag is cheap, but that's because it's cheaply made.",1
"I have to agree with a reviewer from 2011--this robe sucks, even for the price. It's a joke--think super light, easy pilled material with a bizarre, loose, glow-in-the-dark collar sewn on--not white, but dirty metallic grey instead. Too bad. Fits my 5'4"", 150 lb child perfectly, except the neck is huuuuuge and so the collar sags big time.",1
"What a disappointment. This item is clearly fake and does not resemble the photo what so ever. It is nothing more than a poorly printed, crooked logo on a paper thin t shirt. There wasn't a single ""DC"" tag on the shirt. Save yourself some time and purchase from a different seller. This is my second knock off shirt that has arrived from a different seller (both sent from a china address). Surprisingly, both shirts were made exactly the same (same color logo and generic no brand tag) which means that the seller has several accounts. I will be reporting this seller as well. Hope this helps.",0
" My clock n't look like one advertised , number scrolled .But stupidity paying closer attention , 's fake .I course thought going plastic , also thought going able hung wall watch tick .It looked really cute pictured advertised buy crappie I got .I ca n't send back , would cost even .",1
"This is a very poorly constructed costume and I'm extremely disappointed. We'll probably use the jacket which isn't great (after cutting out the fake shirt that is already tearing) and let him wear his own pants. The hat is also usesless so I bought another. The whole thing arrives as a wrinkled mess but am afraid it would disintegrate if I tried to iron it. Bad costume, bad value.",0
" This watch ordered gift December 18th , enough time arrive Christmas .Instead arrived January 8th .When arrived , watch longer secured 's base .The plastic twist tie cut .No doubt sent returned item .This poor review reflection Timex , seller .",0
 what ca n't tell pictur broom appear miss piec .,1
" so disappoint product .pay attent product list .`` vintag '' mean old , broken , even worth 50 % origin price , much less close price brand new wallet would cost .i obvious misread product descript , i think `` vintag '' meant someth differ ( like style leather ) .thi wallet definit use .the hardwar scratch one clasp broken .i return visit retail store tomorrow , qualiti guarante ... dollar i paid ( $ 96 ) use abus piec ' crap-ola .",1
fake!!! Way too small!!!,0
"nylons were old I think, had a bunch of tear lines in them",1
My shoes came in the right box 8 in men's and 10 in women's the shoe tag says 10 in men's and 8 in womens they didn't even bother to check the size of actual shoe before just pulling a box off the shelf and shipping it to me,1
they broke through the bottoms within 3 months of random here and there wear! DONT BUY FROM THIS !!!! AWFUL! ! ! ! !,1
" product arriv coupl day earlier expect i receiv regular lo top , advertis leather style pair expect .sold anoth person ..",1
"I bought this Santa suit for a Christmas Party with a bunch of little kids that are already skeptical of him....when I received the item, the packaging was very beat up, and the costume was NOT what they showed online.I ordered the largest size they had, because a full grown man was planning on wearing it, and the only things that fit were the jacket and belt.  The boot toppers barely fit around my calves, and I weigh 120 pounds.  The wig and beard were completely fake looking - you could see the mesh through the hair -  not to mention, the wig was SO small that it would never fit an adult.  The hat was also too small for the head of a normal sized adult.  The pants were more like capris, and the material that the whole suit was made out of was basically thin felt.I have always been pleased with all of my Amazon purchases up until now, and now I don't have a Santa suit for the Christmas party, because 7th Avenue Costumes sent me a sub-standard, overpriced Santa suit.  I called customer service to ask for a full refund and told them how unhappy I was, and they are making me pay for shipping both ways AND a restocking fee.  I am very disappointed with their customer service, and I will never buy a costume from them again.",0
 these suspend design use belt inform clearli list product descript .,1
"Considering the price I thought I would really like these but they were scratchy and even though I ordered using the sizing chart, they are WAY too short.",1
"Fit is fine, and it's very cute shoe, but the fake fur on the inside wears out quickly and ""pills"" on your socks.The fake fur has worn away from the edges of the shoe in a very short amount of time.Very disappointed in this shoe.",0
"i don't know if the shoes are real or fake because it didn't come in a original nike box, wtf i would like to have my money back",0
For $20 you are better off buying good silky nylons and cutting out your own holes!,1
"This item was delivered on time, but the mask looked nothing like the picture. It was made out of an extremely cheap material. I tried it on, but as I was taking it off, it broke. So I essentially spent $12 (including s & h) for a set of crapy cheetah ears and a fake looking (now broken) cheetah mask that looked nothing like the picture. Am I satisfied? No.",0
"I bought these in black. According to the reviews I read, they are very comfortable; however, I didn't anticipate that they would be so thin that one could see through them.",1
Glad they were inexpensive because I wore them once to a wedding and by dinner I had a huge run in them.,1
"This bra gave me a serious case of cone-boob, it looked awful. It is rather sheer as well; it looks cheaper and has less material and padding in real life than the photo makes it look like. The fit around the back of my shoulders/arms was also bad. Not a good bra for ladies with very large bosoms imo. Returned.",1
"item arrived too late and has now filed for a return. The delivery date for this product is Deliver by: Sat, Apr 11, 2020 to Wed, Apr 15, 2020.",0
" thank ask opinion .as know , i return watch day deliveri full refund impress speed hassl free natur handl return .when i open watch packag , i greet three book comput disk .i want good look watch ( ) i set time 's instead i got complex system hard understand , avoid frustrat , back went .it would help know much watch without abil follow detail quit frankli hard understand instruct .as seal , i never tri comput disk.best , don",0
"These shoes don't even deserve 1 star!  I received them in the mail and was completely dissatisfied at what I thought was going to be ""authentic"" Jack Rogers! They're fake as fake can be!!!  Sad day for the people who won't know the difference!",0
Horrible experience. I will never use them again.,1
"I scrolled down to the product descriptions and saw that the dimensions for the earrings in it are 2.8 by 2.7 by 2 inches.  When the earrings arrived they are in fact the size of an american dime, not even one inch in diameter.  I'm not sure what the dimensions are describing in the product description because going back to the item and looking at the product specifications (which I didn't the first time) I see that the dimensions there seem to be more accurate.  Beyond that the item was as described and the picture is an accurate reflection of they're appearance. The two stars are a reflection of the wrong dimensions in the product description which caused me much wasted time sending the order back.  As always five stars to amazon for excellent customer service and a quick refund.",1
"The two stars is for the delivery. Prime doesn't always produce as advertised. The shoes were as expected, just late.",0
"I'm a big fan of the Rainbows sandals so when it was time to get new ones, I wanted to buy the exact same pair. Size, color, type - all exactly the same. Only these ones have the arch strap in a weird place - it's further back than my other Rainbows sandals. Also, the bottom of the sandal looks a little different. I can't tell if that means these are fake or I just got a bad pair - either way, I'd be a little careful here folks. I'm sending them to Rainbows to get them to look at them.",0
 There tear thru leg one pair arrived ... disappointing rest delivery perfect,0
This particular shoe did not fit as a Merrill shoe usually does. It came in a plain box. I'm not certain it's a genuine Merrill.,1
" It n't look advertised , flimsier , head piece missing anyway .Sent back , , ordered something else .",0
" i 've fallen victim ancient orient black sorceri !i order shirt month ago , expect deliveri date month !",0
It is not comfortable and I won't buy again. Somewhere is too big.  Those don't fit me well at all.,1
 veri disappoint one shoe dirt look like worn .also paid extra money 1 day ship order product wednesday receiv monday .overal poor experi .,0
"Received two pairs of jeans that were 1/2 the weight of real jeans made in Vietnam. Obvious fakes, fake rivets, zipper, tags etc.",0
" I rate product highly operation company poor .I ordered 1 day delivery I needed urgently .When arrived , I 2 left shoe .Extremely disappointing pay shipping AND send dance class shoe .",0
This is a colored sheet of plastic with a ribbon attached.  It cannot possibly be worth more than $.05.  Don't waste your money.,1
"Fit was smaller than expected. The feel wasn't bad, they did feel supportive, but immediately developed a run within seconds of putting them on. I wouldn't get them again because of the poor quality. (I have owned others that felt delicate but were not so easily ruined with barely a touch.",1
" if check product descript , first thing say 100 % cotton .if look make sure item n't contain polyest , keep scroll past appar 's total bs later descript , describ actual make sock 80 percent cotton fact contain polyest .for peopl allerg polyest fals advertis extrem annoy .i saw 100 % cotton top , purchas base outright lie .",1
I would give less than one star if I could. This company clearly can not tell the diffence from a size 9 and a size 12. Order some place else !,1
Tore within minutes of putting on- not worth it.  Wish I could have returned it.,1
"I love the way these look and they are very sturdy, but both of my boys (one little, one big) complain about them being uncomfortable.  Even for the sale price, the price is hard to swallow if your kid doesn't want to wear them.",1
"The Invicta Men's 8932 Pro Diver Collection Watch is a fake! It's a bad replica. Inside it there is a bad battery engine (no brand), I take an inside photo when I must repair it because suddenly stop, but I don't know how I can upload.It's not hermetically sealed. So I don't think that could be waterproof.I really disappointed with Amazon to cover this scam in a 50%off offers.",0
"So angry at this moment.  I'm not sure if I got scammed with a fake product or simply received a defective item.  I purchased these boots 8 months ago.  In the expected life of a pair of Dr Martens, they're basically brand new!  Today at work, the soles of both shoes separated.  I can't be dealing with clients in broken shoes, so I was forced to glue them and I'm currently praying it works as I can't leave to buy new shoes in the middle of the day.  Completely unacceptable, especially for the reputation of this brand.",0
"Beware of fake BirkenstocksThe sandals I received from this company had clear signs that they were fake including fake labels on the footbed, two different colors, and the feel of the sandals. I had worn Birkenstocks for a very long time and knew something is wrong. The footbed on these Birkenstocks was not even comfortable to wear.",0
 I gave one star due delivery delay.I used quick delivery I order Amazon.I place Order Feb 2 receive Feb 14th.I would never place another ordered Schuhhaus Rempp.I would give sandal five star rating.I fallen arch .It give great support yet look feminine !,0
They squeak! The soles are hard. And they squeak... I've never had all upper leather shoes sound like this. Thanks,1
I ordered a size 6 1/2 for my daughter and received a size 8.,1
" lie lie lie ! !! i like may other pay yearli subscript fee “ prime membership ” .i ’ lost count mani time “ servic ” fail me.today latest .not parcel turn , i also receiv messag say “ fail deliveri attempt ” , attempt made whatsoever.i know i wait day , expect wast anoth day tomorrow wait around .",0
This product is marked as unisex however they fit totally weird.  There's not a correct option to pick about the size.  The toe is long and pointy different from a woman's converse.  I tried two different sizes and there was no way either would work.,1
" I going order I happy Van Heusen past , however I noticed product description clearly say 65 % cotton 35 % Polyester .When zoom collar picture say opposite 65 % Polyester 35 % cotton .Oddly enough , description grey version shirt match collar say .I 'd rather deal return wrong material .",1
These are super poor quality. Snagged them and they tore all the way up first time I put them on. Disappointing for sure,1
" The taupe clutch much darker yellow picture , line material , dark .Very unattractive .But shipped quickly , packed well , quality product .Just nothing like picture .",1
"Knew I should've just bought it from the actual legit site. And I did after returning this product. Even though it seems so real, it's fake. This producer tried hard on making it the real deal but there's still things that give it away that it's a fake. First of all, the kanken badge in the front doesn't reflect like it should as the real one does and the material is very flimsy, thin, and cheap, whereas the real one is very thick and doesn't get dirty easily. One star for effort though.",0
"The product description is so misleading. Why on earth this seller describes this as deluxe when in truth is a very, very low quality product....guess that's why it's so cheap, because it is a cheap looking and cheaply made product.  Came in a small plastic bag and when I took it out several feathers already came out. Also, on both ends the cord is showing about 2 inches without the feathers.",1
"I've been purchasing for a long time here in Amazon and I've never had problems with any purchase untill this I bought this watch. The bronze color of the watch began to deteriorate and start and began to overshadow and apart from this it says that it is 100m water proof and though I've never shower with it nor take it to a pool, it has water inside of it.It's a beautiful and I don't know if it is fake or if it is defective.",0
This broom is very very small.  There are not neaerly as many bristles as shown in the photo.,1
"This heart item appeared to be a good addition to a tin man costume, and seems to be a reasonable recreation of the movie's item, but it is a very cheap quality product.  The heart and clock itself is made of the same plastic material like those cheap Halloween masks that have a little elastic to hold it on your head.  It is hollow on the back side and so you get just half a heart. It is not a full three dimensional item. If you cut two eye holes in it, you could turn it into a Halloween mask.  I don't know of a better product for a better price, which moved me from one star to two. With more time, I would have made a heart for my costume.",1
"Those 55mm is really small,looks like they for teenager faces. Then they are absolutely FAKE.Be smart and don't waste your money and time. Color of course darker they pictured and I received them in an old box,looks like this box was used a many times :) The box for sunglasses  look really cheap, probably it is okay for all faked sunglasses .I will return them and prefer pay a little more on Ray -Ban web. Thank you",0
" thi morn i open three new packag stock i found pair n't hole .we put man moon ca n't make stock durabl .i wish i comfort without i hate look pasti white leg nice suit .sinc fit best i tri , i probabl continu purchas suck .",0
" I sent e-mail , told package I received say sword pant .However ad using sell costume Amazon say get sword.They told could n't help sent return address label return I n't like .`` I received costume , however I receive fencing sword sheath like ad mentioned would included .This pricey costume received sword sheath.Please send suitable fencing sword sheath overnight delivery soon possible .I need costume party 26th October.Kind Regards , '' On Wednesday , October 23 , 2013 5:50 PM , 7th Avenue Store - Amazon Marketplace < [ e-mail address removed ] > wrote : Hello , The product description stats : - This Zorro costume includes shirt , satin cape , studded belt , studded glove , hat mask .- Zorro costume boot sword sold separately adult Zorro Halloween costume men.Thank YouOn Wed , Oct 23 , 2013 7:49 PM , John Harden - Amazon Marketplace < [ e-mail address removed ] > wrote : I apologize , please see ad - attached .This ad selling product saysto right costume : * Cape : 100 % Polyester , Shirt 100 % Cotton Machine Wash * Hat , mask fencing sword * Pants included.My costume bag picture say sword pant included , ad state fact.Please send fencing sword , I purchased product ad stating I going get fencing sword costume.This would false advertising .* * * Spend money somewhere else .Their service piece paper .Bandito hat Dr. Seuss hat .Deformed packaging .Way expensive get , n't get , say 'll get n't .They false advertise .* * *",1
" When placing order said good condition I received , many scratch .I n't mind used product scraches look like 's used heavily .I careful rating seller future .",0
"The bra fits well but the cups are far larger than desired.  Your boobs won't just flop around, they'll look freaky.",1
" the dress great costum , 's i got !no accessori , even rainbow belt .",0
"I got these slippers for Christmas because the ones I have are 2 years old and I wore the heck out of them! I could tell right away something was different with the new ones. I did my own comparison with my old pair and even though they are 2 years old I knew something was off. At first I thought they lowered the quality but charged the same price which would not surprise me since its all too common these days. But then I did a little research and realized they were knock offs. I read the reviews here and they confirmed my assumption. Anyway, I returned them and I will buy a pair directly from Uggs.  These slippers are expensive. Its so disappointing to me that Amazon would charge the same price for a fake product to their loyal customers.",0
" This product initially showed search men 's heart rate monitor watch .The title initially said , `` Timex Men 's heart rate monitor watch '' corrected .However , product description still incorrect .This IS NOT heart rate monitor watch used .This ordered step son Christmas disappointed n't Heart Rate monitor watch .I 'm sure watch fine intended , product description need corrected people get burned like I ordering something n't described .",1
They need to have wide withs..,1
" Until Amazon start including country origin EVERY product website , I stop buying much I ordinarily site .I sick tired -- , INFURIATED -- buying pair water shoe DID NOT country origin listed product detail , opening package seeing blasted tag , `` Made China .`` Whatever material water shoe made , smell like motor oil ! ! !I HATE buying crap China ! ! !This wo n't happen .I wo n't add GNP Communist China unemployment rate USA still sky high thanks company import sleezey crap China ! From , I wo n't buy product Amazon unless country origin listed product description 's NOT China !Otherwise , I 'll use search engine find another vendor product made USA Canada .",1
The foot is not firm.  Heels and toes are too big.,1
"fake,no doubt do not waste your money and time.",0
"terrible fake, cheep lucking!",0
This product was sealed in it's packaging and a strap was missing.,0
This probably was a fake.,0
" thi n't review shoe amazon 's busi practic .i 've wait shoe 3 month .they keep push deliveri estim back .they said shoe back order .i 'm sorri , n't take 3 month get ahold shoe i could simpli buy street .the reason i n't i bought shoe sale i gift certificate.i 'm disappoint amazon .thi worst servic i ever",0
It didn't work. Sent it back.,1
"I've bought half a dozen of these K87 shirts over the past 2 years, and have liked the fit and feel of the material. I bought 2 last week and don't like them at all. The material is too stiff so not only doesn't feel good against the skin, but also doesn't drape properly so that it looks like a bag. These two say they were made in Haiti. The shirts that I've liked have been made in Honduras or Guatemala. I won't continue to buy this shirt if they continue to be made like this.",1
" no screw down crown ! ! ! .the product descript includ watch seem indic watch screw crown , dive watch must .howev , receipt , quickli becam clear one ; turn turn never lock .the product descript , manual also , complet gener n't necessarili appli specif model .thi becom clear look invicta 'dive ' watch descript .for 'dive ' watch state specif doe not screw crown .the saddest part wife realli love watch , i purchas gift , beauti , howev dive watch practic well attract .i n't believ watch without screw crown surviv real world dive .sad , excel unidirect ( counterclockwis ) bezel clicki detent , watch solid , qualiti look feel .nice piec jewelri , good dive watch .i guess one need read neg review get full low item .some peopl indic screw crown , i assum peopl would n't know screw crown n't familiar one .kudo amazon make return process easi ( free ) , entir hassl could avoid precis descript .",1
small,1
"I thought this product was a ""bubble"" of plastic, only to find out there is no back to it.  My 4 year old really wanted the heart for his Tin Man costume, so he may get one wear out of it before he breaks it.  It is super flimsy.  NOT WORTH $6 PLUS shipping!!!  The picture is VERY deceiving.  I should have read the reviews first. :(",0
" My issue shoe product description quality .I searched vegan sneaker .The Bullet sneaker listed said synthetic material description .I purchased vegan Bullets past I hoped similar .Unfortunately I could tell I got sort leather/suede .I checked tag inside said leather/textile .I contacted Saucony confirmed leather textile blend .It felt like maybe pig skin , ( I purchased , unknowingly , past ) .I 'm sure shoe fine anyone wear leather , anyone looking synthetic aware materials.As far Bullet sneaker - I find vegan version I would absolutely buy .I wore last pair .",1
"When I pulled them out of package they snagged instantly. Once in, they continued to snag throughout the night... my ring brushed up against my leg and that instantly ripped them. Very poor quality, especially for the price! Would not recommend.",1
Ran one as I put them on and ran the other during the middle of the day.  Fortunately I had a different pair of stockings in my bag.  I'm pretty easy on stocking and don't have a tendency to run them but you just touch these and they ran.  Will never buy these again.,1
" i read review i bought boot .wa realli expect 'd snow - unfortun , first time i wore outer shell boot flake .purchas boot base high review product descript said could hold cold temperatur , i wish i gone hardier boot would stand better simpli walk around citi street snow .",1
" What are my shoes like almost a year later?  At this point the soles of the shoes are toast, the fabric on the inside along the heal and tongue has worn and is exposing material inside, the insole fabric has been peeling for awhile.  I feel like the quality of these is going down over the years and I'm on the line of this being my last pair as I don't feel spending $80+ for 1 years worth of use as a good investment.  I have higher expectations from Merrell than that and they can either meet them or I can stop giving them my money.",0
Pretty sure these boots were fake so I returned them. My mom wears a size 9 in uggs and these couldn't even go on her feet!! The fur in the inside of the boot were also rough. After reading all the other comments I'm sure these boots were fake so I returned them. I ordered a new pair from Nordstrom same price for a real shoe,0
"Product is a fake. The sole of the shoe is made of foam, the canvas is cheap, it's 3 sizes too small. Obviously a knock off - returning",0
" Buyer beware !When I ordered sock , I n't notice n't list number sock get .1 pair !Yes , right , one pair non-gold thread , non dinner making , non bathroom cleaning sock cost $ 12 ?I must say regardless fit feel , I find difficult justify spending much money 1 pair sock .Oh , product description , I hardly doubt 1 pair sock weight 8 pound .A little deceiving !",1
these are fake not the same quality,0
"A very well made costume, but this really fit closer to a 9 month outfit.  I would really recommend a larger size, especially if using for Trick or Treating, and needing extra layers for warmth.",1
"Hello all,I want to buy this for my daughter just like you all are. I had called Amazon before placing an order, to make sure if I will get this before Halloween. The CS representative said that this will NOT be delivered before Halloween if I placed the order. The earlier delivery date for this item is early November. I decided not to buy this as it won't be available for Halloween.",0
"The pantyhose are comfortable, but ugly. They are not silky. More like support hose.",1
"First off it was shipped us mail and sat in my mail box along the hwy fortwo days with no protection. The box it came in was cheap looking. The pendantis hard to make out the devil horns and tail with out looking at it real close.the fake rubby looks good if you don't look to close. I bought it for my wife forChristmas I paid 140.00 us dollars and the day after christmas amazon had it on sale for 90.00 us dollars that burns my ass. My wife keeps it in her junk jewelry box not in her good jewelry box. Don't think she liked it much. Looks much better in Picture. A disapointing purchase all the way a round  [[ASIN:B000NZX5ZY 14k Yellow Gold Lab-Created Ruby Heart Devil Pendant w/ Diamond Accent, 18""]",0
Too small .and way baggy .,1
" hello .the product descript say : `` note : rothco boot tend run half size full size larg .we recommend order half full size .thi mean wear size 10 , order size 9.5 9 .`` i 'm 10.5 order size 10. fit like size 10 .i ca n't use .total wast $ $ $ $ .",1
"After purchasing online, I received an email warning about known carcinogenic used materials, with an option to cancel order from the manufacturer.I thought it minor and decided to allow delivery. Delivery came with another warning. I was planning on giving these to grade school students who raised and lowered the ""Colors"". The more I pondered the warnings, the less I was willing to take the chance with these pins. The pins sit in my office, still in original packaging. Don't know if its worth the effort to contact Amazon or the supplier, due to the fact I was warned. Will likely just toss in the trash.",0
"I really tried to review every last bit of information on the product description before I purchased it, I wanted to make sure it was the style and fit I prefer. This hat fell a little short, literally. The brim for whatever reason is shorter than on hats I purchased from this place before.",1
 I purchased thesw Warrior RB3342 Sunglasses .The product description indicated Polarized Color code 004/58 .The glass I received polarized ( polarized code etched lens ) color code 004/58 004 .I truly dissapointed .,1
It fits way to tight and hurts my feet. I should have ordered the extra wide width so it fit more comfortably.,1
"5'10"" lady here - was hoping the medium would help on length, but didnt. Very sheer also, which is probably my bad since It didn't mention the product description well enough.",1
"HORRIBLE. Extremely dissapointed. Thin as paper, and they look so bad.",1
" small made strong materi ( like ace bandag ) i could bare stretch enough get head .when i final manag maneuv shoulder excruciatingli tight across upper chest , i n't think i pull lower , i could n't get back head either , i continu !i eventu manag get , tight uncomfort i could exercis .get anoth hassl i wrangl step , go back way .i would estim almost 3 size smaller band size regular bra .when i lose 30 pound , i tri i think would give lot support .i n't send back ship insur cost .it would help seller state product descript bra actual open back ( front ) .i read review purchas ( way wised-up reader ) i saw sever purchas think bra great actual someon help get tight .",1
" while get back quick return , i 'd mail back my dime !",0
" Diesel make great jean , doubt product description list `` Fitting : Regular Slim '' , `` Five pocket .Straight leg cut .`` What I received mail today boot cut jean .Too bad I returning .The reviewer accurate however - dark blue , crease go away one wash .",1
"it came with flowers on the chain, so it isn't even what I ordered.",0
" well gee , i guess i 'm geniu , artist , innov ( `` g.a.i . ''state oh-so- '' clever '' condescend product descript ) viewslimmi wallet complet useless day day activ .i take g.a.i. n't need bourgeoi item auto-club card , driver 's licens , health insur card , secur card/badg , librari card ( i guess g.a.i. n't read ) , etc.long stori short : i want wallet extern id window i could easili display access secur id without remov wallet .i n't like wear id around neck dangl wrist ; i need time high secur work environ .i bought wallet high expect , immedi return would hold even half item i need day day basi .also , perhap importantli , materi good i found stitching/construct sub-standard best.so , g.a.i. fall condescend sale pitch n't need carri much wallet ( assum scrape togeth cash wallet way overpr ) , happi product .you show g.a.i .friend good laugh non-g.a.i .peopl like could n't handl challeng switch viewslimmi wallet .",1
"These shoes were very narrow and painful on my feet. It is difficult buying shoes on-line and after getting stuck with these, I ended up going to a shoe outlet to find the best fit.",1
The zipper on this hoodie is very flimsy and broke apart the first time my daughter wore.,1
 The picture ad I received I expecting !,1
" i n't think look like mickey .the ear flop , 're up-right like photo mickey headbands.th bow-ti bright red person , n't match pant .not sure even red bow-ti , probabl yellow bow-ti .to make look like mickey floppi ear come either white glove and/or yellow shoe cover - know 's list packag , feel like would actual look like mickey addit piec .the floppi ear terribl .doe n't look like mickey .",1
 disappoint heel strap like product descript show .i order boy size 13/1 size heel strap .i 'm upset advertis incorrectli .will return product .,1
"As far as the costume itself, it was fine and what you would expect.  But for size, ""standard"" must mean 5'8"" and below.  I'm not that big, 6' tall and thin...but since the costume is a one piece jumpsuit style...when i tried to pull it over my shoulders it was way too tight in the crotch area.  That's all the details i'll say on that.  I thought of reordering and despite seeing a size chart, i didn't see any way to select the size i wanted.  (maybe i missed that option).  I basically cut the costume in half and modified it myself.  it worked for this yr, but that will probably be it.  The one downfall of ordering on-line...sizes.  Better luck to you.By comparison...the scarecrow costume i ordered at the same time also said 'one size fits most' actually fit me (but my wife used it).",1
I am an extra large in every other shirt. The Carthartt extra large is more like a 2X. The shirt was like a dress on me. HUGE! I ordered the Large and it fits perfect!,1
